"","values","Year","process","species","species_process"
"1",1277340000,1977,"Recruitment","Bering Sea","Bering Sea_R"
"2",1244630000,1978,"Recruitment","Bering Sea","Bering Sea_R"
"3",1802550000,1979,"Recruitment","Bering Sea","Bering Sea_R"
"4",3807550000,1980,"Recruitment","Bering Sea","Bering Sea_R"
"5",2041060000,1981,"Recruitment","Bering Sea","Bering Sea_R"
"6",1977330000,1982,"Recruitment","Bering Sea","Bering Sea_R"
"7",1399930000,1983,"Recruitment","Bering Sea","Bering Sea_R"
"8",1953160000,1984,"Recruitment","Bering Sea","Bering Sea_R"
"9",5324640000,1985,"Recruitment","Bering Sea","Bering Sea_R"
"10",7443620000,1986,"Recruitment","Bering Sea","Bering Sea_R"
"11",6382400000,1987,"Recruitment","Bering Sea","Bering Sea_R"
"12",2743700000,1988,"Recruitment","Bering Sea","Bering Sea_R"
"13",777764000,1989,"Recruitment","Bering Sea","Bering Sea_R"
"14",691721000,1990,"Recruitment","Bering Sea","Bering Sea_R"
"15",945306000,1991,"Recruitment","Bering Sea","Bering Sea_R"
"16",970098000,1992,"Recruitment","Bering Sea","Bering Sea_R"
"17",830235000,1993,"Recruitment","Bering Sea","Bering Sea_R"
"18",577750000,1994,"Recruitment","Bering Sea","Bering Sea_R"
"19",716564000,1995,"Recruitment","Bering Sea","Bering Sea_R"
"20",1696520000,1996,"Recruitment","Bering Sea","Bering Sea_R"
"21",1814850000,1997,"Recruitment","Bering Sea","Bering Sea_R"
"22",1792580000,1998,"Recruitment","Bering Sea","Bering Sea_R"
"23",1570170000,1999,"Recruitment","Bering Sea","Bering Sea_R"
"24",807515000,2000,"Recruitment","Bering Sea","Bering Sea_R"
"25",355932000,2001,"Recruitment","Bering Sea","Bering Sea_R"
"26",1141960000,2002,"Recruitment","Bering Sea","Bering Sea_R"
"27",2809640000,2003,"Recruitment","Bering Sea","Bering Sea_R"
"28",1553820000,2004,"Recruitment","Bering Sea","Bering Sea_R"
"29",1272320000,2005,"Recruitment","Bering Sea","Bering Sea_R"
"30",1300460000,2006,"Recruitment","Bering Sea","Bering Sea_R"
"31",1412560000,2007,"Recruitment","Bering Sea","Bering Sea_R"
"32",1665170000,2008,"Recruitment","Bering Sea","Bering Sea_R"
"33",7351800000,2009,"Recruitment","Bering Sea","Bering Sea_R"
"34",6869590000,2010,"Recruitment","Bering Sea","Bering Sea_R"
"35",5116200000,2011,"Recruitment","Bering Sea","Bering Sea_R"
"36",492236000,2012,"Recruitment","Bering Sea","Bering Sea_R"
"37",175007000,2013,"Recruitment","Bering Sea","Bering Sea_R"
"38",130964000,2014,"Recruitment","Bering Sea","Bering Sea_R"
"39",303687000,2015,"Recruitment","Bering Sea","Bering Sea_R"
"40",577925000,2016,"Recruitment","Bering Sea","Bering Sea_R"
"41",3125320000,2017,"Recruitment","Bering Sea","Bering Sea_R"
"42",1357530000,2018,"Recruitment","Bering Sea","Bering Sea_R"
"43",0.229713,1982,"M_imm","Bering Sea","Bering Sea_M"
"44",0.170636,1983,"M_imm","Bering Sea","Bering Sea_M"
"45",0.147349,1984,"M_imm","Bering Sea","Bering Sea_M"
"46",0.0912786,1985,"M_imm","Bering Sea","Bering Sea_M"
"47",0.0828744,1986,"M_imm","Bering Sea","Bering Sea_M"
"48",0.104313,1987,"M_imm","Bering Sea","Bering Sea_M"
"49",0.131554,1988,"M_imm","Bering Sea","Bering Sea_M"
"50",0.17197,1989,"M_imm","Bering Sea","Bering Sea_M"
"51",0.216647,1990,"M_imm","Bering Sea","Bering Sea_M"
"52",0.282267,1991,"M_imm","Bering Sea","Bering Sea_M"
"53",0.250983,1992,"M_imm","Bering Sea","Bering Sea_M"
"54",0.311791,1993,"M_imm","Bering Sea","Bering Sea_M"
"55",0.295833,1994,"M_imm","Bering Sea","Bering Sea_M"
"56",0.325076,1995,"M_imm","Bering Sea","Bering Sea_M"
"57",0.451671,1996,"M_imm","Bering Sea","Bering Sea_M"
"58",0.512897,1997,"M_imm","Bering Sea","Bering Sea_M"
"59",0.323357,1998,"M_imm","Bering Sea","Bering Sea_M"
"60",0.130247,1999,"M_imm","Bering Sea","Bering Sea_M"
"61",0.164037,2000,"M_imm","Bering Sea","Bering Sea_M"
"62",0.325,2001,"M_imm","Bering Sea","Bering Sea_M"
"63",0.222803,2002,"M_imm","Bering Sea","Bering Sea_M"
"64",0.194102,2003,"M_imm","Bering Sea","Bering Sea_M"
"65",0.185797,2004,"M_imm","Bering Sea","Bering Sea_M"
"66",0.199325,2005,"M_imm","Bering Sea","Bering Sea_M"
"67",0.170999,2006,"M_imm","Bering Sea","Bering Sea_M"
"68",0.187247,2007,"M_imm","Bering Sea","Bering Sea_M"
"69",0.163732,2008,"M_imm","Bering Sea","Bering Sea_M"
"70",0.17621,2009,"M_imm","Bering Sea","Bering Sea_M"
"71",0.358843,2010,"M_imm","Bering Sea","Bering Sea_M"
"72",0.344439,2011,"M_imm","Bering Sea","Bering Sea_M"
"73",0.26429,2012,"M_imm","Bering Sea","Bering Sea_M"
"74",0.252643,2013,"M_imm","Bering Sea","Bering Sea_M"
"75",0.479842,2014,"M_imm","Bering Sea","Bering Sea_M"
"76",0.429726,2015,"M_imm","Bering Sea","Bering Sea_M"
"77",0.225794,2016,"M_imm","Bering Sea","Bering Sea_M"
"78",0.178123,2017,"M_imm","Bering Sea","Bering Sea_M"
"79",0.436927,2018,"M_imm","Bering Sea","Bering Sea_M"
"80",1.73184,2019,"M_imm","Bering Sea","Bering Sea_M"
"81",0.258453,2020,"M_imm","Bering Sea","Bering Sea_M"
"82",0.118208,2021,"M_imm","Bering Sea","Bering Sea_M"
"83",0.19728,2022,"M_imm","Bering Sea","Bering Sea_M"
"84",0.335729,2023,"M_imm","Bering Sea","Bering Sea_M"
"85",0.363328,1982,"M_mat","Bering Sea","Bering Sea_M"
"86",0.835615,1983,"M_mat","Bering Sea","Bering Sea_M"
"87",1.72847,1984,"M_mat","Bering Sea","Bering Sea_M"
"88",0.266539,1985,"M_mat","Bering Sea","Bering Sea_M"
"89",0.12809,1986,"M_mat","Bering Sea","Bering Sea_M"
"90",0.179766,1987,"M_mat","Bering Sea","Bering Sea_M"
"91",0.350091,1988,"M_mat","Bering Sea","Bering Sea_M"
"92",0.4094,1989,"M_mat","Bering Sea","Bering Sea_M"
"93",0.581228,1990,"M_mat","Bering Sea","Bering Sea_M"
"94",1.25632,1991,"M_mat","Bering Sea","Bering Sea_M"
"95",0.497953,1992,"M_mat","Bering Sea","Bering Sea_M"
"96",0.455592,1993,"M_mat","Bering Sea","Bering Sea_M"
"97",0.504422,1994,"M_mat","Bering Sea","Bering Sea_M"
"98",0.851511,1995,"M_mat","Bering Sea","Bering Sea_M"
"99",0.79172,1996,"M_mat","Bering Sea","Bering Sea_M"
"100",0.799868,1997,"M_mat","Bering Sea","Bering Sea_M"
"101",0.916242,1998,"M_mat","Bering Sea","Bering Sea_M"
"102",0.284616,1999,"M_mat","Bering Sea","Bering Sea_M"
"103",0.243521,2000,"M_mat","Bering Sea","Bering Sea_M"
"104",0.649991,2001,"M_mat","Bering Sea","Bering Sea_M"
"105",0.579952,2002,"M_mat","Bering Sea","Bering Sea_M"
"106",0.341454,2003,"M_mat","Bering Sea","Bering Sea_M"
"107",0.316811,2004,"M_mat","Bering Sea","Bering Sea_M"
"108",0.70658,2005,"M_mat","Bering Sea","Bering Sea_M"
"109",0.861718,2006,"M_mat","Bering Sea","Bering Sea_M"
"110",0.788931,2007,"M_mat","Bering Sea","Bering Sea_M"
"111",0.482342,2008,"M_mat","Bering Sea","Bering Sea_M"
"112",0.206745,2009,"M_mat","Bering Sea","Bering Sea_M"
"113",0.191635,2010,"M_mat","Bering Sea","Bering Sea_M"
"114",0.36611,2011,"M_mat","Bering Sea","Bering Sea_M"
"115",0.94376,2012,"M_mat","Bering Sea","Bering Sea_M"
"116",0.525677,2013,"M_mat","Bering Sea","Bering Sea_M"
"117",0.832254,2014,"M_mat","Bering Sea","Bering Sea_M"
"118",0.606332,2015,"M_mat","Bering Sea","Bering Sea_M"
"119",0.426597,2016,"M_mat","Bering Sea","Bering Sea_M"
"120",0.472905,2017,"M_mat","Bering Sea","Bering Sea_M"
"121",1.03638,2018,"M_mat","Bering Sea","Bering Sea_M"
"122",1.59638,2019,"M_mat","Bering Sea","Bering Sea_M"
"123",0.461042,2020,"M_mat","Bering Sea","Bering Sea_M"
"124",0.90506,2021,"M_mat","Bering Sea","Bering Sea_M"
"125",0.415657,2022,"M_mat","Bering Sea","Bering Sea_M"
"126",0.156827,2023,"M_mat","Bering Sea","Bering Sea_M"
"127",0.32296,1982,"Fishing mortality","Bering Sea","Bering Sea_F"
"128",0.170068,1983,"Fishing mortality","Bering Sea","Bering Sea_F"
"129",0.751537,1984,"Fishing mortality","Bering Sea","Bering Sea_F"
"130",1.52494,1985,"Fishing mortality","Bering Sea","Bering Sea_F"
"131",1.13287,1986,"Fishing mortality","Bering Sea","Bering Sea_F"
"132",1.22768,1987,"Fishing mortality","Bering Sea","Bering Sea_F"
"133",0.916225,1988,"Fishing mortality","Bering Sea","Bering Sea_F"
"134",0.864644,1989,"Fishing mortality","Bering Sea","Bering Sea_F"
"135",2.31612,1990,"Fishing mortality","Bering Sea","Bering Sea_F"
"136",1.98675,1991,"Fishing mortality","Bering Sea","Bering Sea_F"
"137",5.19717,1992,"Fishing mortality","Bering Sea","Bering Sea_F"
"138",2.59017,1993,"Fishing mortality","Bering Sea","Bering Sea_F"
"139",2.47531,1994,"Fishing mortality","Bering Sea","Bering Sea_F"
"140",1.69125,1995,"Fishing mortality","Bering Sea","Bering Sea_F"
"141",1.80243,1996,"Fishing mortality","Bering Sea","Bering Sea_F"
"142",1.89501,1997,"Fishing mortality","Bering Sea","Bering Sea_F"
"143",3.09953,1998,"Fishing mortality","Bering Sea","Bering Sea_F"
"144",0.463007,1999,"Fishing mortality","Bering Sea","Bering Sea_F"
"145",0.43727,2000,"Fishing mortality","Bering Sea","Bering Sea_F"
"146",1.20241,2001,"Fishing mortality","Bering Sea","Bering Sea_F"
"147",1.40321,2002,"Fishing mortality","Bering Sea","Bering Sea_F"
"148",0.476243,2003,"Fishing mortality","Bering Sea","Bering Sea_F"
"149",0.354306,2004,"Fishing mortality","Bering Sea","Bering Sea_F"
"150",0.683985,2005,"Fishing mortality","Bering Sea","Bering Sea_F"
"151",1.2612,2006,"Fishing mortality","Bering Sea","Bering Sea_F"
"152",1.60997,2007,"Fishing mortality","Bering Sea","Bering Sea_F"
"153",0.954573,2008,"Fishing mortality","Bering Sea","Bering Sea_F"
"154",0.440835,2009,"Fishing mortality","Bering Sea","Bering Sea_F"
"155",0.190838,2010,"Fishing mortality","Bering Sea","Bering Sea_F"
"156",0.510352,2011,"Fishing mortality","Bering Sea","Bering Sea_F"
"157",1.16952,2012,"Fishing mortality","Bering Sea","Bering Sea_F"
"158",1.73618,2013,"Fishing mortality","Bering Sea","Bering Sea_F"
"159",2.19944,2014,"Fishing mortality","Bering Sea","Bering Sea_F"
"160",1.77809,2015,"Fishing mortality","Bering Sea","Bering Sea_F"
"161",1.00737,2016,"Fishing mortality","Bering Sea","Bering Sea_F"
"162",1.1261,2017,"Fishing mortality","Bering Sea","Bering Sea_F"
"163",3.22148,2018,"Fishing mortality","Bering Sea","Bering Sea_F"
"164",5.30889,2019,"Fishing mortality","Bering Sea","Bering Sea_F"
"165",6.85448,2020,"Fishing mortality","Bering Sea","Bering Sea_F"
"166",0.368952,2021,"Fishing mortality","Bering Sea","Bering Sea_F"
"167",0,2022,"Fishing mortality","Bering Sea","Bering Sea_F"
"168",0,2023,"Fishing mortality","Bering Sea","Bering Sea_F"
"169",0.247500866519946,1982,"N_imm","Bering Sea","Bering Sea_N"
"170",0.211774026858871,1983,"N_imm","Bering Sea","Bering Sea_N"
"171",0.209085767591533,1984,"N_imm","Bering Sea","Bering Sea_N"
"172",0.262310647769115,1985,"N_imm","Bering Sea","Bering Sea_N"
"173",0.463412885324955,1986,"N_imm","Bering Sea","Bering Sea_N"
"174",0.506198246759647,1987,"N_imm","Bering Sea","Bering Sea_N"
"175",0.50081721029625,1988,"N_imm","Bering Sea","Bering Sea_N"
"176",0.459477754766454,1989,"N_imm","Bering Sea","Bering Sea_N"
"177",0.435738742348432,1990,"N_imm","Bering Sea","Bering Sea_N"
"178",0.628115345520253,1991,"N_imm","Bering Sea","Bering Sea_N"
"179",0.866577179330334,1992,"N_imm","Bering Sea","Bering Sea_N"
"180",1,1993,"N_imm","Bering Sea","Bering Sea_N"
"181",0.795379405943226,1994,"N_imm","Bering Sea","Bering Sea_N"
"182",0.51854773849809,1995,"N_imm","Bering Sea","Bering Sea_N"
"183",0.310975076759768,1996,"N_imm","Bering Sea","Bering Sea_N"
"184",0.194941841472289,1997,"N_imm","Bering Sea","Bering Sea_N"
"185",0.131734479785552,1998,"N_imm","Bering Sea","Bering Sea_N"
"186",0.120817610927567,1999,"N_imm","Bering Sea","Bering Sea_N"
"187",0.129249773378796,2000,"N_imm","Bering Sea","Bering Sea_N"
"188",0.140446266602412,2001,"N_imm","Bering Sea","Bering Sea_N"
"189",0.192880482527436,2002,"N_imm","Bering Sea","Bering Sea_N"
"190",0.252141532962926,2003,"N_imm","Bering Sea","Bering Sea_N"
"191",0.292965890359788,2004,"N_imm","Bering Sea","Bering Sea_N"
"192",0.304989172957722,2005,"N_imm","Bering Sea","Bering Sea_N"
"193",0.241157193768522,2006,"N_imm","Bering Sea","Bering Sea_N"
"194",0.167452387294903,2007,"N_imm","Bering Sea","Bering Sea_N"
"195",0.170067109045103,2008,"N_imm","Bering Sea","Bering Sea_N"
"196",0.30537799987041,2009,"N_imm","Bering Sea","Bering Sea_N"
"197",0.318133546811531,2010,"N_imm","Bering Sea","Bering Sea_N"
"198",0.273220470526325,2011,"N_imm","Bering Sea","Bering Sea_N"
"199",0.231605402728114,2012,"N_imm","Bering Sea","Bering Sea_N"
"200",0.226102864465867,2013,"N_imm","Bering Sea","Bering Sea_N"
"201",0.247218207944933,2014,"N_imm","Bering Sea","Bering Sea_N"
"202",0.567440370145787,2015,"N_imm","Bering Sea","Bering Sea_N"
"203",0.754210882254684,2016,"N_imm","Bering Sea","Bering Sea_N"
"204",0.836784532602887,2017,"N_imm","Bering Sea","Bering Sea_N"
"205",0.584175680378273,2018,"N_imm","Bering Sea","Bering Sea_N"
"206",0.292513882549725,2019,"N_imm","Bering Sea","Bering Sea_N"
"207",0.0347443440221413,2020,"N_imm","Bering Sea","Bering Sea_N"
"208",0.0277689223708976,2021,"N_imm","Bering Sea","Bering Sea_N"
"209",0.0599562448485082,2022,"N_imm","Bering Sea","Bering Sea_N"
"210",0.253367478886374,2023,"N_imm","Bering Sea","Bering Sea_N"
"211",0.530607562462906,1982,"N_mat","Bering Sea","Bering Sea_N"
"212",0.663337445550616,1983,"N_mat","Bering Sea","Bering Sea_N"
"213",0.471476767562473,1984,"N_mat","Bering Sea","Bering Sea_N"
"214",0.177899285204137,1985,"N_mat","Bering Sea","Bering Sea_N"
"215",0.310747274388474,1986,"N_mat","Bering Sea","Bering Sea_N"
"216",0.542156210089287,1987,"N_mat","Bering Sea","Bering Sea_N"
"217",0.844163178572334,1988,"N_mat","Bering Sea","Bering Sea_N"
"218",0.891882766302927,1989,"N_mat","Bering Sea","Bering Sea_N"
"219",0.91614338112664,1990,"N_mat","Bering Sea","Bering Sea_N"
"220",0.76389240764275,1991,"N_mat","Bering Sea","Bering Sea_N"
"221",0.463628808035534,1992,"N_mat","Bering Sea","Bering Sea_N"
"222",0.617013752337101,1993,"N_mat","Bering Sea","Bering Sea_N"
"223",0.843754086492268,1994,"N_mat","Bering Sea","Bering Sea_N"
"224",1,1995,"N_mat","Bering Sea","Bering Sea_N"
"225",0.801442923630668,1996,"N_mat","Bering Sea","Bering Sea_N"
"226",0.571981048273091,1997,"N_mat","Bering Sea","Bering Sea_N"
"227",0.385871875478491,1998,"N_mat","Bering Sea","Bering Sea_N"
"228",0.211765102088069,1999,"N_mat","Bering Sea","Bering Sea_N"
"229",0.223708304209252,2000,"N_mat","Bering Sea","Bering Sea_N"
"230",0.24941099230377,2001,"N_mat","Bering Sea","Bering Sea_N"
"231",0.192450863842972,2002,"N_mat","Bering Sea","Bering Sea_N"
"232",0.195092616367341,2003,"N_mat","Bering Sea","Bering Sea_N"
"233",0.289061316784555,2004,"N_mat","Bering Sea","Bering Sea_N"
"234",0.398216379759613,2005,"N_mat","Bering Sea","Bering Sea_N"
"235",0.420615781297111,2006,"N_mat","Bering Sea","Bering Sea_N"
"236",0.373297844147242,2007,"N_mat","Bering Sea","Bering Sea_N"
"237",0.321481822547694,2008,"N_mat","Bering Sea","Bering Sea_N"
"238",0.31590832926167,2009,"N_mat","Bering Sea","Bering Sea_N"
"239",0.444653915441201,2010,"N_mat","Bering Sea","Bering Sea_N"
"240",0.502431170740396,2011,"N_mat","Bering Sea","Bering Sea_N"
"241",0.534604904282723,2012,"N_mat","Bering Sea","Bering Sea_N"
"242",0.352075597620448,2013,"N_mat","Bering Sea","Bering Sea_N"
"243",0.353225347790014,2014,"N_mat","Bering Sea","Bering Sea_N"
"244",0.265773442130684,2015,"N_mat","Bering Sea","Bering Sea_N"
"245",0.307146567001162,2016,"N_mat","Bering Sea","Bering Sea_N"
"246",0.647608499938775,2017,"N_mat","Bering Sea","Bering Sea_N"
"247",0.990660818046889,2018,"N_mat","Bering Sea","Bering Sea_N"
"248",0.678956159267823,2019,"N_mat","Bering Sea","Bering Sea_N"
"249",0.235434742257113,2020,"N_mat","Bering Sea","Bering Sea_N"
"250",0.214550207684684,2021,"N_mat","Bering Sea","Bering Sea_N"
"251",0.102358264112997,2022,"N_mat","Bering Sea","Bering Sea_N"
"252",0.104763392123429,2023,"N_mat","Bering Sea","Bering Sea_N"
"253",56.6323637994507,1982,"avg_size","Bering Sea","Bering Sea_a"
"254",52.7569801409398,1983,"avg_size","Bering Sea","Bering Sea_a"
"255",48.1983800824047,1984,"avg_size","Bering Sea","Bering Sea_a"
"256",44.9348097474256,1985,"avg_size","Bering Sea","Bering Sea_a"
"257",42.4156548421166,1986,"avg_size","Bering Sea","Bering Sea_a"
"258",46.3233187328482,1987,"avg_size","Bering Sea","Bering Sea_a"
"259",49.5879264945798,1988,"avg_size","Bering Sea","Bering Sea_a"
"260",54.135983593453,1989,"avg_size","Bering Sea","Bering Sea_a"
"261",54.5680189594023,1990,"avg_size","Bering Sea","Bering Sea_a"
"262",45.864296414363,1991,"avg_size","Bering Sea","Bering Sea_a"
"263",42.145236995299,1992,"avg_size","Bering Sea","Bering Sea_a"
"264",43.5310838684024,1993,"avg_size","Bering Sea","Bering Sea_a"
"265",48.8718186929787,1994,"avg_size","Bering Sea","Bering Sea_a"
"266",55.750515930134,1995,"avg_size","Bering Sea","Bering Sea_a"
"267",60.9153314159102,1996,"avg_size","Bering Sea","Bering Sea_a"
"268",59.075173862174,1997,"avg_size","Bering Sea","Bering Sea_a"
"269",49.307216512343,1998,"avg_size","Bering Sea","Bering Sea_a"
"270",45.1803057457929,1999,"avg_size","Bering Sea","Bering Sea_a"
"271",47.3870007808902,2000,"avg_size","Bering Sea","Bering Sea_a"
"272",48.8431247955787,2001,"avg_size","Bering Sea","Bering Sea_a"
"273",44.6363988161072,2002,"avg_size","Bering Sea","Bering Sea_a"
"274",44.3007813394401,2003,"avg_size","Bering Sea","Bering Sea_a"
"275",44.6549999096574,2004,"avg_size","Bering Sea","Bering Sea_a"
"276",46.9693267006912,2005,"avg_size","Bering Sea","Bering Sea_a"
"277",50.8303143664262,2006,"avg_size","Bering Sea","Bering Sea_a"
"278",54.9598012433135,2007,"avg_size","Bering Sea","Bering Sea_a"
"279",49.6657883268712,2008,"avg_size","Bering Sea","Bering Sea_a"
"280",43.5332018424026,2009,"avg_size","Bering Sea","Bering Sea_a"
"281",43.9042889781153,2010,"avg_size","Bering Sea","Bering Sea_a"
"282",47.9648779382594,2011,"avg_size","Bering Sea","Bering Sea_a"
"283",49.3413513360336,2012,"avg_size","Bering Sea","Bering Sea_a"
"284",47.0270124104547,2013,"avg_size","Bering Sea","Bering Sea_a"
"285",45.6940435992359,2014,"avg_size","Bering Sea","Bering Sea_a"
"286",38.8758714215386,2015,"avg_size","Bering Sea","Bering Sea_a"
"287",40.631659960694,2016,"avg_size","Bering Sea","Bering Sea_a"
"288",43.5878696462772,2017,"avg_size","Bering Sea","Bering Sea_a"
"289",50.9843395513968,2018,"avg_size","Bering Sea","Bering Sea_a"
"290",60.9174046943309,2019,"avg_size","Bering Sea","Bering Sea_a"
"291",66.746745654159,2020,"avg_size","Bering Sea","Bering Sea_a"
"292",46.7095074293407,2021,"avg_size","Bering Sea","Bering Sea_a"
"293",39.4083802309434,2022,"avg_size","Bering Sea","Bering Sea_a"
"294",37.3816665253862,2023,"avg_size","Bering Sea","Bering Sea_a"
"295",30950200000,1990,"Recruitment","Newfoundland","Newfoundland_R"
"296",24453300000,1991,"Recruitment","Newfoundland","Newfoundland_R"
"297",14934600000,1992,"Recruitment","Newfoundland","Newfoundland_R"
"298",15067600000,1993,"Recruitment","Newfoundland","Newfoundland_R"
"299",11638900000,1994,"Recruitment","Newfoundland","Newfoundland_R"
"300",9799590000,1995,"Recruitment","Newfoundland","Newfoundland_R"
"301",12596400000,1996,"Recruitment","Newfoundland","Newfoundland_R"
"302",6656770000,1997,"Recruitment","Newfoundland","Newfoundland_R"
"303",9220670000,1998,"Recruitment","Newfoundland","Newfoundland_R"
"304",14224900000,1999,"Recruitment","Newfoundland","Newfoundland_R"
"305",18347300000,2000,"Recruitment","Newfoundland","Newfoundland_R"
"306",12398900000,2001,"Recruitment","Newfoundland","Newfoundland_R"
"307",1.0906e+10,2002,"Recruitment","Newfoundland","Newfoundland_R"
"308",8413600000,2003,"Recruitment","Newfoundland","Newfoundland_R"
"309",955431000,2004,"Recruitment","Newfoundland","Newfoundland_R"
"310",2524460000,2005,"Recruitment","Newfoundland","Newfoundland_R"
"311",2825820000,2006,"Recruitment","Newfoundland","Newfoundland_R"
"312",2171070000,2007,"Recruitment","Newfoundland","Newfoundland_R"
"313",5888320000,2008,"Recruitment","Newfoundland","Newfoundland_R"
"314",5539210000,2009,"Recruitment","Newfoundland","Newfoundland_R"
"315",3.005e+09,2010,"Recruitment","Newfoundland","Newfoundland_R"
"316",10067900000,2011,"Recruitment","Newfoundland","Newfoundland_R"
"317",9708740000,2012,"Recruitment","Newfoundland","Newfoundland_R"
"318",8564910000,2013,"Recruitment","Newfoundland","Newfoundland_R"
"319",18088300000,2014,"Recruitment","Newfoundland","Newfoundland_R"
"320",5666520000,2015,"Recruitment","Newfoundland","Newfoundland_R"
"321",5133020000,2016,"Recruitment","Newfoundland","Newfoundland_R"
"322",1387220000,2017,"Recruitment","Newfoundland","Newfoundland_R"
"323",6132690000,2018,"Recruitment","Newfoundland","Newfoundland_R"
"324",0.966704,1995,"M_imm","Newfoundland","Newfoundland_M"
"325",1.27447,1996,"M_imm","Newfoundland","Newfoundland_M"
"326",0.57993,1997,"M_imm","Newfoundland","Newfoundland_M"
"327",1.50607,1998,"M_imm","Newfoundland","Newfoundland_M"
"328",0.529282,1999,"M_imm","Newfoundland","Newfoundland_M"
"329",0.886877,2000,"M_imm","Newfoundland","Newfoundland_M"
"330",1.18263,2001,"M_imm","Newfoundland","Newfoundland_M"
"331",0.925266,2002,"M_imm","Newfoundland","Newfoundland_M"
"332",0.779957,2003,"M_imm","Newfoundland","Newfoundland_M"
"333",1.29639,2004,"M_imm","Newfoundland","Newfoundland_M"
"334",0.51305,2005,"M_imm","Newfoundland","Newfoundland_M"
"335",1.07593,2006,"M_imm","Newfoundland","Newfoundland_M"
"336",0.311176,2007,"M_imm","Newfoundland","Newfoundland_M"
"337",0.717008,2008,"M_imm","Newfoundland","Newfoundland_M"
"338",0.986492,2009,"M_imm","Newfoundland","Newfoundland_M"
"339",0.850408,2010,"M_imm","Newfoundland","Newfoundland_M"
"340",0.587553,2011,"M_imm","Newfoundland","Newfoundland_M"
"341",0.25317,2012,"M_imm","Newfoundland","Newfoundland_M"
"342",0.341266,2013,"M_imm","Newfoundland","Newfoundland_M"
"343",1.45527,2014,"M_imm","Newfoundland","Newfoundland_M"
"344",0.370922,2015,"M_imm","Newfoundland","Newfoundland_M"
"345",0.508046,2016,"M_imm","Newfoundland","Newfoundland_M"
"346",0.809475,2017,"M_imm","Newfoundland","Newfoundland_M"
"347",0.23655,2018,"M_imm","Newfoundland","Newfoundland_M"
"348",0.328084,2019,"M_imm","Newfoundland","Newfoundland_M"
"349",0.969621,2020,"M_imm","Newfoundland","Newfoundland_M"
"350",0.924909,2021,"M_imm","Newfoundland","Newfoundland_M"
"351",1.04757,2022,"M_imm","Newfoundland","Newfoundland_M"
"352",0.583634,2023,"M_imm","Newfoundland","Newfoundland_M"
"353",1.37207,1995,"M_mat","Newfoundland","Newfoundland_M"
"354",0.790915,1996,"M_mat","Newfoundland","Newfoundland_M"
"355",0.868818,1997,"M_mat","Newfoundland","Newfoundland_M"
"356",2.02492,1998,"M_mat","Newfoundland","Newfoundland_M"
"357",0.786863,1999,"M_mat","Newfoundland","Newfoundland_M"
"358",1.08421,2000,"M_mat","Newfoundland","Newfoundland_M"
"359",0.967042,2001,"M_mat","Newfoundland","Newfoundland_M"
"360",0.800613,2002,"M_mat","Newfoundland","Newfoundland_M"
"361",0.392761,2003,"M_mat","Newfoundland","Newfoundland_M"
"362",0.448075,2004,"M_mat","Newfoundland","Newfoundland_M"
"363",0.429558,2005,"M_mat","Newfoundland","Newfoundland_M"
"364",0.43246,2006,"M_mat","Newfoundland","Newfoundland_M"
"365",0.690395,2007,"M_mat","Newfoundland","Newfoundland_M"
"366",1.23251,2008,"M_mat","Newfoundland","Newfoundland_M"
"367",1.05203,2009,"M_mat","Newfoundland","Newfoundland_M"
"368",1.18599,2010,"M_mat","Newfoundland","Newfoundland_M"
"369",0.511685,2011,"M_mat","Newfoundland","Newfoundland_M"
"370",0.461209,2012,"M_mat","Newfoundland","Newfoundland_M"
"371",0.841436,2013,"M_mat","Newfoundland","Newfoundland_M"
"372",1.09805,2014,"M_mat","Newfoundland","Newfoundland_M"
"373",0.23815,2015,"M_mat","Newfoundland","Newfoundland_M"
"374",0.29934,2016,"M_mat","Newfoundland","Newfoundland_M"
"375",0.70638,2017,"M_mat","Newfoundland","Newfoundland_M"
"376",0.388179,2018,"M_mat","Newfoundland","Newfoundland_M"
"377",0.737901,2019,"M_mat","Newfoundland","Newfoundland_M"
