"","values","Year","process","species","species_process"
"378",0.925387,2020,"M_mat","Newfoundland","Newfoundland_M"
"379",1.51799,2021,"M_mat","Newfoundland","Newfoundland_M"
"380",1.38437,2022,"M_mat","Newfoundland","Newfoundland_M"
"381",0.676474,2023,"M_mat","Newfoundland","Newfoundland_M"
"382",0.543104,1995,"Fishing mortality","Newfoundland","Newfoundland_F"
"383",0.373557,1996,"Fishing mortality","Newfoundland","Newfoundland_F"
"384",0.417201,1997,"Fishing mortality","Newfoundland","Newfoundland_F"
"385",1.79407,1998,"Fishing mortality","Newfoundland","Newfoundland_F"
"386",1.2246,1999,"Fishing mortality","Newfoundland","Newfoundland_F"
"387",1.44835,2000,"Fishing mortality","Newfoundland","Newfoundland_F"
"388",1.48593,2001,"Fishing mortality","Newfoundland","Newfoundland_F"
"389",3.6174,2002,"Fishing mortality","Newfoundland","Newfoundland_F"
"390",3.91801,2003,"Fishing mortality","Newfoundland","Newfoundland_F"
"391",1.57303,2004,"Fishing mortality","Newfoundland","Newfoundland_F"
"392",1.15621,2005,"Fishing mortality","Newfoundland","Newfoundland_F"
"393",1.15591,2006,"Fishing mortality","Newfoundland","Newfoundland_F"
"394",1.27905,2007,"Fishing mortality","Newfoundland","Newfoundland_F"
"395",1.29283,2008,"Fishing mortality","Newfoundland","Newfoundland_F"
"396",1.35253,2009,"Fishing mortality","Newfoundland","Newfoundland_F"
"397",1.98052,2010,"Fishing mortality","Newfoundland","Newfoundland_F"
"398",1.53566,2011,"Fishing mortality","Newfoundland","Newfoundland_F"
"399",1.32386,2012,"Fishing mortality","Newfoundland","Newfoundland_F"
"400",1.37843,2013,"Fishing mortality","Newfoundland","Newfoundland_F"
"401",1.9978,2014,"Fishing mortality","Newfoundland","Newfoundland_F"
"402",1.759,2015,"Fishing mortality","Newfoundland","Newfoundland_F"
"403",1.74094,2016,"Fishing mortality","Newfoundland","Newfoundland_F"
"404",1.25871,2017,"Fishing mortality","Newfoundland","Newfoundland_F"
"405",0.888369,2018,"Fishing mortality","Newfoundland","Newfoundland_F"
"406",0.81008,2019,"Fishing mortality","Newfoundland","Newfoundland_F"
"407",0.781892,2020,"Fishing mortality","Newfoundland","Newfoundland_F"
"408",1.11175,2021,"Fishing mortality","Newfoundland","Newfoundland_F"
"409",1.53437,2022,"Fishing mortality","Newfoundland","Newfoundland_F"
"410",2.11763,2023,"Fishing mortality","Newfoundland","Newfoundland_F"
"411",1,1995,"N_imm","Newfoundland","Newfoundland_N"
"412",0.866632082831225,1996,"N_imm","Newfoundland","Newfoundland_N"
"413",0.525592543917045,1997,"N_imm","Newfoundland","Newfoundland_N"
"414",0.551119763987475,1998,"N_imm","Newfoundland","Newfoundland_N"
"415",0.315322556528587,1999,"N_imm","Newfoundland","Newfoundland_N"
"416",0.424496031273654,2000,"N_imm","Newfoundland","Newfoundland_N"
"417",0.339425397851054,2001,"N_imm","Newfoundland","Newfoundland_N"
"418",0.303584518045702,2002,"N_imm","Newfoundland","Newfoundland_N"
"419",0.219350770029364,2003,"N_imm","Newfoundland","Newfoundland_N"
"420",0.272059532764847,2004,"N_imm","Newfoundland","Newfoundland_N"
"421",0.282668437335352,2005,"N_imm","Newfoundland","Newfoundland_N"
"422",0.533699987362442,2006,"N_imm","Newfoundland","Newfoundland_N"
"423",0.359357534388,2007,"N_imm","Newfoundland","Newfoundland_N"
"424",0.478575206869488,2008,"N_imm","Newfoundland","Newfoundland_N"
"425",0.325746895214158,2009,"N_imm","Newfoundland","Newfoundland_N"
"426",0.113576181141434,2010,"N_imm","Newfoundland","Newfoundland_N"
"427",0.0854797287850914,2011,"N_imm","Newfoundland","Newfoundland_N"
"428",0.10421065506909,2012,"N_imm","Newfoundland","Newfoundland_N"
"429",0.114851420576002,2013,"N_imm","Newfoundland","Newfoundland_N"
"430",0.190706861922876,2014,"N_imm","Newfoundland","Newfoundland_N"
"431",0.109343268610409,2015,"N_imm","Newfoundland","Newfoundland_N"
"432",0.126256589457249,2016,"N_imm","Newfoundland","Newfoundland_N"
"433",0.248572991253041,2017,"N_imm","Newfoundland","Newfoundland_N"
"434",0.266136831032466,2018,"N_imm","Newfoundland","Newfoundland_N"
"435",0.37655337244499,2019,"N_imm","Newfoundland","Newfoundland_N"
"436",0.637147150101532,2020,"N_imm","Newfoundland","Newfoundland_N"
"437",0.290490187009423,2021,"N_imm","Newfoundland","Newfoundland_N"
"438",0.16597900006525,2022,"N_imm","Newfoundland","Newfoundland_N"
"439",0.0666051014544415,2023,"N_imm","Newfoundland","Newfoundland_N"
"440",1,1995,"N_mat","Newfoundland","Newfoundland_N"
"441",0.674527572931007,1996,"N_mat","Newfoundland","Newfoundland_N"
"442",0.952405194104133,1997,"N_mat","Newfoundland","Newfoundland_N"
"443",0.699149405346411,1998,"N_mat","Newfoundland","Newfoundland_N"
"444",0.2347803663587,1999,"N_mat","Newfoundland","Newfoundland_N"
"445",0.241926328022096,2000,"N_mat","Newfoundland","Newfoundland_N"
"446",0.209114642257992,2001,"N_mat","Newfoundland","Newfoundland_N"
"447",0.209179810433705,2002,"N_mat","Newfoundland","Newfoundland_N"
"448",0.225193737401711,2003,"N_mat","Newfoundland","Newfoundland_N"
"449",0.26884866441626,2004,"N_mat","Newfoundland","Newfoundland_N"
"450",0.385901205336455,2005,"N_mat","Newfoundland","Newfoundland_N"
"451",0.553822480413032,2006,"N_mat","Newfoundland","Newfoundland_N"
"452",0.64018786588619,2007,"N_mat","Newfoundland","Newfoundland_N"
"453",0.535898059159641,2008,"N_mat","Newfoundland","Newfoundland_N"
"454",0.418108968436876,2009,"N_mat","Newfoundland","Newfoundland_N"
"455",0.22630479229269,2010,"N_mat","Newfoundland","Newfoundland_N"
"456",0.11173520747639,2011,"N_mat","Newfoundland","Newfoundland_N"
"457",0.0952869933329165,2012,"N_mat","Newfoundland","Newfoundland_N"
"458",0.13101149790981,2013,"N_mat","Newfoundland","Newfoundland_N"
"459",0.178108524242747,2014,"N_mat","Newfoundland","Newfoundland_N"
"460",0.163040372537362,2015,"N_mat","Newfoundland","Newfoundland_N"
"461",0.219997879890458,2016,"N_mat","Newfoundland","Newfoundland_N"
"462",0.437488733590272,2017,"N_mat","Newfoundland","Newfoundland_N"
"463",0.411080381173013,2018,"N_mat","Newfoundland","Newfoundland_N"
"464",0.49701017522525,2019,"N_mat","Newfoundland","Newfoundland_N"
"465",0.564556341330751,2020,"N_mat","Newfoundland","Newfoundland_N"
"466",0.447574480094971,2021,"N_mat","Newfoundland","Newfoundland_N"
"467",0.239544130571118,2022,"N_mat","Newfoundland","Newfoundland_N"
"468",0.109211486677301,2023,"N_mat","Newfoundland","Newfoundland_N"
"469",57.0704900084105,1995,"avg_size","Newfoundland","Newfoundland_a"
"470",56.1252402794724,1996,"avg_size","Newfoundland","Newfoundland_a"
"471",56.5620445514526,1997,"avg_size","Newfoundland","Newfoundland_a"
"472",58.002770296557,1998,"avg_size","Newfoundland","Newfoundland_a"
"473",55.9071879953693,1999,"avg_size","Newfoundland","Newfoundland_a"
"474",56.1763103558871,2000,"avg_size","Newfoundland","Newfoundland_a"
"475",57.9183527292505,2001,"avg_size","Newfoundland","Newfoundland_a"
"476",55.8251903358289,2002,"avg_size","Newfoundland","Newfoundland_a"
"477",57.9311497604019,2003,"avg_size","Newfoundland","Newfoundland_a"
"478",56.5925831707228,2004,"avg_size","Newfoundland","Newfoundland_a"
"479",54.3548692256549,2005,"avg_size","Newfoundland","Newfoundland_a"
"480",54.2553102847926,2006,"avg_size","Newfoundland","Newfoundland_a"
"481",56.4657350674937,2007,"avg_size","Newfoundland","Newfoundland_a"
"482",57.0233142835236,2008,"avg_size","Newfoundland","Newfoundland_a"
"483",59.0836430285094,2009,"avg_size","Newfoundland","Newfoundland_a"
"484",65.8363391835709,2010,"avg_size","Newfoundland","Newfoundland_a"
"485",60.6439951257781,2011,"avg_size","Newfoundland","Newfoundland_a"
"486",57.7161993713627,2012,"avg_size","Newfoundland","Newfoundland_a"
"487",60.3595605724257,2013,"avg_size","Newfoundland","Newfoundland_a"
"488",56.4552896947802,2014,"avg_size","Newfoundland","Newfoundland_a"
"489",55.0104097227973,2015,"avg_size","Newfoundland","Newfoundland_a"
"490",56.9172209332548,2016,"avg_size","Newfoundland","Newfoundland_a"
"491",54.267781207511,2017,"avg_size","Newfoundland","Newfoundland_a"
"492",54.6697426522671,2018,"avg_size","Newfoundland","Newfoundland_a"
"493",56.794063148001,2019,"avg_size","Newfoundland","Newfoundland_a"
"494",56.2432833678367,2020,"avg_size","Newfoundland","Newfoundland_a"
"495",60.7163975188807,2021,"avg_size","Newfoundland","Newfoundland_a"
"496",60.9790305631442,2022,"avg_size","Newfoundland","Newfoundland_a"
"497",62.081616581267,2023,"avg_size","Newfoundland","Newfoundland_a"
"498",6578870000,1992,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"499",6856520000,1993,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"500",4638950000,1994,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"501",1281810000,1995,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"502",561680000,1996,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"503",1205970000,1997,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"504",962722000,1998,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"505",904636000,1999,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"506",1281380000,2000,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"507",1733630000,2001,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"508",2059300000,2002,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"509",1548490000,2003,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"510",2328120000,2004,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"511",2401200000,2005,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"512",1926210000,2006,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"513",1557750000,2007,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"514",1671170000,2008,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"515",2011320000,2009,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"516",3635470000,2010,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"517",2679120000,2011,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"518",4163060000,2012,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"519",3846070000,2013,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"520",4826560000,2014,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"521",7086640000,2015,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"522",4801040000,2016,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"523",2524940000,2017,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"524",2543990000,2018,"Recruitment","Gulf of St Lawrence","Gulf of St Lawrence_R"
"525",0.519957,1997,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"526",0.411151,1998,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"527",0.570321,1999,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"528",0.370633,2000,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"529",0.473855,2001,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"530",0.25852,2002,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"531",0.332455,2003,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"532",0.239682,2004,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"533",0.259734,2005,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"534",0.139944,2006,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"535",0.177459,2007,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"536",0.257682,2008,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"537",0.216528,2009,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"538",0.406341,2010,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"539",0.283485,2011,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"540",0.368556,2012,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"541",0.249941,2013,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"542",0.225877,2014,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"543",0.365904,2015,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"544",0.390845,2016,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"545",0.379601,2017,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"546",0.211634,2018,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"547",0.437224,2019,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"548",0.505371,2020,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"549",0.680537,2021,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"550",0.560615,2022,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"551",0.23022,2023,"M_imm","Gulf of St Lawrence","Gulf of St Lawrence_M"
"552",0.933295,1997,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"553",0.858083,1998,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"554",1.33854,1999,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"555",1.26345,2000,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"556",0.812555,2001,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"557",1.1064,2002,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"558",0.568242,2003,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"559",0.902199,2004,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"560",1.04221,2005,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"561",1.03738,2006,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"562",0.804159,2007,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"563",1.47976,2008,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"564",1.02773,2009,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"565",0.489058,2010,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"566",0.974805,2011,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"567",1.39916,2012,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"568",0.957176,2013,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"569",1.37358,2014,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"570",0.302544,2015,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"571",1.00487,2016,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"572",0.591312,2017,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"573",0.88589,2018,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"574",0.885745,2019,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"575",0.808685,2020,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"576",1.04663,2021,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"577",0.862747,2022,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"578",0.0377495,2023,"M_mat","Gulf of St Lawrence","Gulf of St Lawrence_M"
"579",0.21237,1997,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"580",0.173915,1998,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"581",0.166275,1999,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"582",0.16379,2000,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"583",0.155627,2001,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"584",0.230381,2002,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"585",0.196456,2003,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"586",0.304894,2004,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"587",0.336594,2005,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"588",0.333022,2006,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"589",0.318361,2007,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"590",0.372911,2008,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"591",0.338814,2009,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"592",0.106873,2010,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"593",0.0833677,2011,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"594",0.233211,2012,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"595",0.352752,2013,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"596",0.274435,2014,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"597",0.327287,2015,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"598",0.260958,2016,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"599",0.705007,2017,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"600",0.357959,2018,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"601",0.499747,2019,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"602",0.368683,2020,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"603",0.385068,2021,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"604",0.649982,2022,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"605",1.09716,2023,"Fishing mortality","Gulf of St Lawrence","Gulf of St Lawrence_F"
"606",0.954176313794375,1997,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"607",0.93439180472051,1998,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"608",1,1999,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"609",0.785255520411544,2000,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"610",0.537217120153946,2001,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"611",0.31334642086661,2002,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"612",0.271824978148507,2003,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"613",0.236052583598743,2004,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"614",0.215797668133515,2005,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"615",0.224736104965303,2006,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"616",0.289409322264604,2007,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"617",0.354829385915225,2008,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"618",0.339961229610062,2009,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"619",0.397946974922975,2010,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"620",0.392330565626674,2011,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"621",0.378854634618672,2012,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"622",0.321260680247822,2013,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"623",0.332105720208261,2014,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"624",0.370748456786227,2015,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"625",0.490091076289419,2016,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"626",0.484646786903776,2017,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"627",0.583781883966345,2018,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"628",0.702017196667032,2019,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"629",0.738041971692212,2020,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"630",0.877336845050059,2021,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"631",0.68882753583154,2022,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"632",0.494176151602245,2023,"N_imm","Gulf of St Lawrence","Gulf of St Lawrence_N"
"633",0.539723072910501,1997,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"634",0.751695095035533,1998,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"635",1,1999,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"636",0.789848477916683,2000,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"637",0.741871015127124,2001,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"638",0.709982614980543,2002,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"639",0.546690206856907,2003,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"640",0.487531680772763,2004,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"641",0.393506662623462,2005,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"642",0.327156078208029,2006,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"643",0.317902018866158,2007,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"644",0.399229308039742,2008,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"645",0.324214723894082,2009,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"646",0.398675499883455,2010,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"647",0.555513169419853,2011,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"648",0.555254051133607,2012,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"649",0.403839272438782,2013,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"650",0.389174758984836,2014,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"651",0.317482465699534,2015,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"652",0.435597155136434,2016,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"653",0.376962984227082,2017,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"654",0.489931249015635,2018,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"655",0.551407622152046,2019,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"656",0.552626920001753,2020,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"657",0.60704128508588,2021,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"658",0.636869050372046,2022,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"659",0.702303391754598,2023,"N_mat","Gulf of St Lawrence","Gulf of St Lawrence_N"
"660",42.4907913795414,1997,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"661",43.7568145281653,1998,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"662",44.2975683272374,1999,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"663",45.939396730973,2000,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"664",51.0233233386164,2001,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"665",56.4717167167576,2002,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"666",55.061203898673,2003,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"667",53.1203776949178,2004,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"668",51.7130029257064,2005,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"669",48.5834616528006,2006,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"670",45.7572162548957,2007,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"671",45.2643253661225,2008,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"672",47.1165241879796,2009,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"673",46.5764166379482,2010,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"674",46.5628359424092,2011,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"675",47.1468712791931,2012,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"676",48.0182741566662,2013,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"677",48.430614927594,2014,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"678",47.814389286146,2015,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"679",44.9423801060602,2016,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"680",45.9410545656008,2017,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"681",44.6099894975807,2018,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"682",45.625203001428,2019,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"683",45.5667366418379,2020,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"684",43.6677817120456,2021,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"685",44.5292168547089,2022,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
"686",46.6979631533867,2023,"avg_size","Gulf of St Lawrence","Gulf of St Lawrence_a"
