"","YEAR","LATITUDE","LONGITUDE","tot_cpue"
"1",2019,54.703735,-165.14213,0
"2",2019,54.999705,-165.159035,0
"3",2019,55.00346,-166.93235,0
"4",2019,55.005385,-165.74495,133.135397065009
"5",2019,55.011455,-166.34941,0
"6",2019,55.043145,-164.578175,0
"7",2019,55.32119,-165.164915,0
"8",2019,55.33744,-164.555105,1646.17426429165
"9",2019,55.340175,-165.78715,0
"10",2019,55.34299,-164.01873,0
"11",2019,55.34477,-163.413285,1619.04159272469
"12",2019,55.34903,-167.55938,199.300387362798
"13",2019,55.350625,-166.968165,249.806007661955
"14",2019,55.352225,-166.356705,0
"15",2019,55.65821,-163.421145,217.365932498842
"16",2019,55.65915,-166.980275,259.060888964167
"17",2019,55.661495,-165.1725,431.122971688408
"18",2019,55.661835,-165.80351,515.119711655881
"19",2019,55.66751,-167.578125,0
"20",2019,55.66864,-168.18466,207.435201513651
"21",2019,55.668895,-164.565195,942.892184789683
"22",2019,55.67271,-166.398615,0
"23",2019,55.6748,-162.8258,0
"24",2019,55.687125,-164.006615,588.380038746636
"25",2019,55.98287,-165.1891,1053.52580889157
"26",2019,55.988015,-167.006615,129.578119622358
"27",2019,55.98851,-164.577115,700.83399439812
"28",2019,55.99238,-162.80285,1543.39318201171
"29",2019,55.998665,-166.401005,108.16758773385
"30",2019,56.001385,-164.03945,421.180339398855
"31",2019,56.00242,-162.282785,0
"32",2019,56.006235,-167.611485,0
"33",2019,56.006375,-163.39163,1003.76466042897
"34",2019,56.01064,-165.79303,1458.40908851227
"35",2019,56.011885,-168.226765,0
"36",2019,56.32362,-165.79827,476.779114363577
"37",2019,56.33174,-166.41348,939.042376691865
"38",2019,56.33292,-168.87882,66.3279180314095
"39",2019,56.33301,-164.010565,622.597042535384
"40",2019,56.33346,-162.189745,0
"41",2019,56.335725,-170.07723,883.190532775068
"42",2019,56.336225,-169.323965,272.978943842141
"43",2019,56.33626,-165.21135,991.586378431685
"44",2019,56.336775,-167.0286,608.945318956416
"45",2019,56.337545,-160.980725,0
"46",2019,56.337575,-162.79027,148.33982739474
"47",2019,56.338075,-164.577915,150.479133499884
"48",2019,56.339865,-168.24856,744.279538703312
"49",2019,56.34064,-161.611815,0
"50",2019,56.3407,-167.64069,0
"51",2019,56.341905,-163.4156,215.27670496112
"52",2019,56.34349,-170.66701,1999.92497366238
"53",2019,56.653165,-168.29549,262.424934346767
"54",2019,56.657335,-162.81106,158.845506115039
"55",2019,56.658075,-165.8574,851.067844795763
"56",2019,56.65996,-170.73255,787.617795418407
"57",2019,56.66181,-163.39759,367.545094949008
"58",2019,56.66329,-161.59518,0
"59",2019,56.665105,-162.18412,0
"60",2019,56.66518,-164.013135,0
"61",2019,56.665545,-160.373115,0
"62",2019,56.66593,-166.415805,522.657043504864
"63",2019,56.66614,-167.68164,0
"64",2019,56.667555,-169.526315,0
"65",2019,56.66824,-165.22766,1680.23523294106
"66",2019,56.668765,-160.962115,0
"67",2019,56.67072,-168.895765,1962.3681911966
"68",2019,56.67088,-171.34666,11574.2939164495
"69",2019,56.671915,-167.07288,423.112820242114
"70",2019,56.672795,-164.58112,302.781273493271
"71",2019,56.67481,-170.13414,405.126469173468
"72",2019,56.67602,-171.968175,55622.5698143274
"73",2019,56.682295,-159.72446,0
"74",2019,56.68461,-172.614505,3158.41787950583
"75",2019,56.834265,-168.598065,750.525680035371
"76",2019,56.836065,-169.902045,0
"77",2019,56.838385,-169.298225,1478.98956540302
"78",2019,56.847795,-170.4617,1456.58093213468
"79",2019,56.989805,-167.686195,0
"80",2019,56.99247,-165.84465,567.547433067963
"81",2019,56.99321,-173.232605,72.344584565672
"82",2019,56.99533,-164.031225,0
"83",2019,56.99535,-162.164465,0
"84",2019,56.996805,-160.946615,0
"85",2019,56.99697,-169.541665,76.16798987875
"86",2019,56.99811,-165.22607,0
"87",2019,56.998895,-161.54974,0
"88",2019,56.999015,-164.613,153.55378373033
"89",2019,56.99944,-172.05392,17884.9450405918
"90",2019,56.99981,-168.3497,0
"91",2019,57.00004,-160.334825,0
"92",2019,57.000875,-170.788085,11287.8635587678
"93",2019,57.00089,-167.094,773.975776920177
"94",2019,57.00219,-162.78483,0
"95",2019,57.00364,-166.46765,638.192913678219
"96",2019,57.00388,-159.13627,0
"97",2019,57.00525,-159.697,0
"98",2019,57.007405,-171.39197,88243.986830846
"99",2019,57.011385,-163.410865,160.633108640768
"100",2019,57.011905,-168.942765,63.0313154822222
"101",2019,57.01874,-170.20122,0
"102",2019,57.02018,-172.657245,7695.53735422885
"103",2019,57.11589,-170.47024,237.26794674001
"104",2019,57.156285,-169.84741,386.902659748483
"105",2019,57.16296,-169.31848,373.324858651468
"106",2019,57.167805,-168.629215,0
"107",2019,57.32176,-161.553565,0
"108",2019,57.32237,-168.381415,0
"109",2019,57.32356,-169.60239,143.462927494514
"110",2019,57.32767,-173.29911,1011.76571784345
"111",2019,57.328155,-160.29745,0
"112",2019,57.3285,-163.38133,0
"113",2019,57.32965,-172.111735,13957.7626109746
"114",2019,57.331325,-170.16671,0
"115",2019,57.331645,-166.46888,230.96997638062
"116",2019,57.33336,-165.866005,312.470748744117
"117",2019,57.33343,-165.224895,0
"118",2019,57.33372,-164.617605,0
"119",2019,57.33502,-159.666085,0
"120",2019,57.335665,-162.752235,0
"121",2019,57.33578,-167.111235,0
"122",2019,57.335935,-160.927075,0
"123",2019,57.337265,-164.00222,0
"124",2019,57.33881,-162.144545,0
"125",2019,57.33899,-170.841735,646.174145466768
"126",2019,57.339565,-158.41131,0
"127",2019,57.34001,-171.473595,4133.63869737482
"128",2019,57.34162,-168.98299,307.434727810443
"129",2019,57.34203,-167.733365,148.235923482374
"130",2019,57.342085,-172.81877,3933.06576492877
"131",2019,57.346585,-159.059015,0
"132",2019,57.494325,-170.54616,0
"133",2019,57.497375,-168.73183,75.2524691239521
"134",2019,57.501705,-169.987175,6427.62505870183
"135",2019,57.5099,-169.36614,3093.120949017
"136",2019,57.63733,-159.028095,161.407778532551
"137",2019,57.65599,-158.343915,0
"138",2019,57.655995,-164.009235,0
"139",2019,57.65962,-166.497835,286.185658570096
"140",2019,57.659995,-171.53644,72178.4798718323
"141",2019,57.6604,-167.135655,535.522227774277
"142",2019,57.661525,-168.40708,378.097717876333
"143",2019,57.66287,-161.48629,0
"144",2019,57.663775,-169.034005,11457.4181308288
"145",2019,57.66393,-160.881855,0
"146",2019,57.664385,-164.63374,0
"147",2019,57.667605,-165.87953,0
"148",2019,57.66768,-159.625385,0
"149",2019,57.66848,-170.900175,11348.3988540653
"150",2019,57.66848,-163.388685,0
"151",2019,57.66851,-169.668655,11873.0075487738
"152",2019,57.670055,-165.25607,0
"153",2019,57.670965,-170.28428,201.204963746439
"154",2019,57.67123,-162.12519,0
"155",2019,57.671875,-172.782045,31479.0564480398
"156",2019,57.67354,-172.190825,73676.8514020679
"157",2019,57.67432,-162.731725,0
"158",2019,57.67785,-160.261015,150.690956939501
"159",2019,57.68131,-167.759065,545.311348719346
"160",2019,57.708985,-173.408905,371.222354554209
"161",2019,57.815155,-170.006615,6659.98288856858
"162",2019,57.82608,-168.737835,71922.7984747283
"163",2019,57.83261,-169.36258,155049.053891615
"164",2019,57.835065,-170.61108,3754.53161144916
"165",2019,57.98709,-158.97922,0
"166",2019,57.98737,-169.688225,16034.3249661549
"167",2019,57.987935,-167.807975,1115.03837961345
"168",2019,57.98949,-164.01547,0
"169",2019,57.990875,-172.24598,61060.4339423137
"170",2019,57.991035,-158.319795,0
"171",2019,57.992125,-162.107245,0
"172",2019,57.994255,-167.16039,1321.34413427706
"173",2019,57.99547,-161.475725,0
"174",2019,57.99585,-170.982325,1008.02793969355
"175",2019,57.99875,-166.522545,212.988607229272
"176",2019,57.998925,-169.052045,39778.7682468911
"177",2019,57.999925,-163.383455,0
"178",2019,58.00116,-171.59948,398221.061440827
"179",2019,58.001765,-165.900445,225.035189486391
"180",2019,58.002205,-170.340425,532.008776695524
"181",2019,58.00326,-160.21023,0
"182",2019,58.006375,-164.614155,0
"183",2019,58.007205,-159.60134,0
"184",2019,58.007695,-165.2497,0
"185",2019,58.008515,-172.83487,3424.27261743057
"186",2019,58.00852,-160.869215,0
"187",2019,58.01197,-168.444155,490110.543268726
"188",2019,58.01388,-162.73553,0
"189",2019,58.016445,-173.48927,4425.73968086326
"190",2019,58.22118,-161.544645,0
"191",2019,58.27461,-159.98983,0
"192",2019,58.286685,-160.82688,0
"193",2019,58.30581,-162.04421,0
"194",2019,58.314775,-165.91242,317.727173265225
"195",2019,58.32,-170.379245,538.863820065132
"196",2019,58.325555,-164.007825,0
"197",2019,58.325565,-169.10778,196971.663370632
"198",2019,58.326435,-172.92123,1623.69861334847
"199",2019,58.33021,-173.59014,253.466753340846
"200",2019,58.3313,-169.725925,44690.6350116867
"201",2019,58.33169,-163.36224,0
"202",2019,58.33301,-171.648795,145341.049770439
"203",2019,58.33564,-166.55127,686.720014999479
"204",2019,58.33599,-168.46255,103317.834575687
"205",2019,58.33779,-172.29746,296436.63049947
"206",2019,58.34164,-167.84137,16644.4941812606
"207",2019,58.34169,-164.64511,0
"208",2019,58.341825,-167.18931,358.616781509383
"209",2019,58.341925,-171.0144,1061.16292510767
"210",2019,58.342135,-165.284105,0
"211",2019,58.34331,-159.55448,0
"212",2019,58.34423,-174.29394,0
"213",2019,58.34465,-162.72795,0
"214",2019,58.6585,-171.077795,7559.58899209456
"215",2019,58.65884,-165.93737,0
"216",2019,58.660985,-169.78121,29019.6374644779
"217",2019,58.661635,-163.98811,0
"218",2019,58.662475,-176.810235,0
"219",2019,58.663205,-167.851015,0
"220",2019,58.66677,-173.623615,123.285311052414
"221",2019,58.66701,-176.18098,0
"222",2019,58.669605,-171.71027,123306.085233199
"223",2019,58.6697,-166.565745,0
"224",2019,58.66974,-167.22477,329.764588870206
"225",2019,58.67059,-169.135165,163857.822524292
"226",2019,58.671315,-174.26988,0
"227",2019,58.672615,-165.29624,0
"228",2019,58.672935,-170.432965,624.688147179959
"229",2019,58.672935,-168.488675,129529.670219287
"230",2019,58.67313,-163.343305,0
"231",2019,58.6745,-172.985565,431.595423150361
"232",2019,58.676075,-175.55363,0
"233",2019,58.67681,-172.375305,30131.0497419052
"234",2019,58.682715,-162.70381,0
"235",2019,58.683295,-164.65094,0
"236",2019,58.751705,-174.936915,0
"237",2019,58.986895,-163.34393,0
"238",2019,58.99066,-173.715865,12606.5524261264
"239",2019,58.99139,-177.53332,0
"240",2019,58.99315,-167.896,745.753217759125
"241",2019,58.994165,-174.36948,1314.49863615027
"242",2019,58.99485,-164.642005,0
"243",2019,58.99541,-169.844955,10014.1993164364
"244",2019,58.9959,-167.23006,0
"245",2019,58.997115,-175.732815,62.7213227758181
"246",2019,58.997585,-171.786115,194221.067047381
"247",2019,58.998565,-176.938225,855.538204784219
"248",2019,58.999705,-171.118205,21728.9144598609
"249",2019,59.0009,-165.291435,0
"250",2019,59.003025,-172.43984,1260.07582535644
"251",2019,59.003535,-173.066235,3964.56684481482
"252",2019,59.00371,-170.480575,25323.1273115394
"253",2019,59.00403,-165.91759,0
"254",2019,59.00585,-164.001005,0
"255",2019,59.00647,-175.003595,0
"256",2019,59.006985,-166.573205,0
"257",2019,59.008685,-168.529175,88814.6901117508
"258",2019,59.014705,-169.16542,10743.3773827923
"259",2019,59.016675,-176.299385,717.55726529226
"260",2019,59.32022,-173.799355,1916.98005176944
"261",2019,59.3249,-165.317915,0
"262",2019,59.32573,-171.18238,19685.5642022321
"263",2019,59.326855,-169.86517,261419.821906024
"264",2019,59.327425,-177.05585,1583.69492992696
"265",2019,59.32744,-167.90828,324.807158843359
"266",2019,59.330835,-174.445195,821.491849065182
"267",2019,59.33174,-171.828855,168833.432918519
"268",2019,59.33234,-172.50128,2454.00780482579
"269",2019,59.33264,-164.65323,0
"270",2019,59.33302,-175.75464,605.614895001251
"271",2019,59.33412,-173.15272,7428.86717729391
"272",2019,59.3352,-166.615835,0
"273",2019,59.33522,-165.963785,0
"274",2019,59.338415,-168.554795,17808.3391253822
"275",2019,59.33945,-175.09689,631.887054600295
"276",2019,59.339775,-163.986185,0
"277",2019,59.34016,-170.53897,143783.717493881
"278",2019,59.343195,-176.38181,870.414628578158
"279",2019,59.348025,-169.22843,21540.894694471
"280",2019,59.348435,-167.27186,151.8084116816
"281",2019,59.483925,-173.50992,1705.06232042536
"282",2019,59.504365,-172.88133,190600.786031473
"283",2019,59.654625,-165.93431,0
"284",2019,59.65589,-177.1321,676.449297740732
"285",2019,59.65837,-174.45317,123745.018591583
"286",2019,59.659945,-176.49786,535.696293131255
"287",2019,59.661225,-173.231685,117164.293103512
"288",2019,59.66327,-171.88137,148494.248123177
"289",2019,59.66516,-167.274365,0
"290",2019,59.665555,-171.24852,18478.8325440018
"291",2019,59.666825,-175.870585,1157.27814537536
"292",2019,59.667285,-169.90886,118948.449626941
"293",2019,59.667515,-166.645325,0
"294",2019,59.668125,-168.61609,40637.2584784137
"295",2019,59.668835,-173.854505,737.470264984186
"296",2019,59.66951,-175.113535,56658.4614584377
"297",2019,59.67059,-169.271245,25285.3521281917
"298",2019,59.671175,-172.5644,346271.079579578
"299",2019,59.673225,-167.952435,0
"300",2019,59.673965,-170.583605,80272.2678833111
"301",2019,59.8172,-174.22902,3828.08693358621
"302",2019,59.83169,-173.5523,51437.2075858817
"303",2019,59.834765,-172.245775,328280.820877065
"304",2019,59.83709,-172.89989,191117.619416704
"305",2019,59.98294,-171.302165,6775.28970821492
"306",2019,59.9942,-172.669075,132027.502820576
"307",2019,59.997175,-168.64673,300019.128207918
"308",2019,59.99753,-167.99829,74.0166285550682
"309",2019,59.99773,-169.964395,33034.0252840348
"310",2019,60.000035,-175.92272,50313.8474207217
"311",2019,60.00062,-176.67745,598455.445714987
"312",2019,60.002165,-171.951335,43192.9079396506
"313",2019,60.002235,-175.238685,2523.18385815582
"314",2019,60.00377,-169.3345,3006.89977787713
"315",2019,60.004275,-173.269195,77820.7066039578
"316",2019,60.00487,-174.599705,15261.9167584117
"317",2019,60.00657,-177.89505,544.324389210711
"318",2019,60.006695,-177.205165,941.99738724378
"319",2019,60.015595,-173.936695,13900.4011712257
"320",2019,60.019235,-170.637105,57142.648675256
"321",2019,60.133465,-173.764885,127227.65452361
"322",2019,60.14718,-174.35659,20527.6787956449
"323",2019,60.162575,-172.343215,5744.07167547514
"324",2019,60.16502,-172.99523,284958.744568392
"325",2019,60.299305,-173.380345,5173.49646936272
"326",2019,60.32013,-174.066965,190095.147987555
"327",2019,60.326695,-172.0607,41839.524566244
"328",2019,60.32774,-170.027165,79635.8462064784
"329",2019,60.32844,-176.698505,78617.6457608622
"330",2019,60.32847,-174.72027,14866.3495157039
"331",2019,60.329275,-170.664495,129560.603965112
"332",2019,60.33242,-177.35992,133.859732744187
"333",2019,60.334885,-167.97714,0
"334",2019,60.336065,-168.65879,0
"335",2019,60.336595,-167.257945,149.50659243459
"336",2019,60.33717,-169.31331,128856.839084899
"337",2019,60.337535,-176.0268,333658.671699607
"338",2019,60.33778,-171.339665,56092.1928340194
"339",2019,60.33795,-175.38835,3954.88927472788
"340",2019,60.65082,-178.16562,222.962291575162
"341",2019,60.657095,-171.43228,359810.42877279
"342",2019,60.66273,-173.4682,6814.34720886503
"343",2019,60.666925,-172.748815,5948.85918373853
"344",2019,60.667645,-174.826645,319530.224351719
"345",2019,60.668315,-177.537575,358.730038705463
"346",2019,60.66855,-174.123285,17853.7278508543
"347",2019,60.67027,-176.822595,7342.52814315019
"348",2019,60.67206,-172.112085,236000.106978127
"349",2019,60.6735,-176.202135,30521.5833748821
"350",2019,60.673685,-175.452705,13235.474475379
"351",2019,60.98989,-174.18557,1674.7482945762
"352",2019,60.99637,-171.475545,255329.415003255
"353",2019,60.999765,-173.494965,47050.9496065985
"354",2019,61.00004,-172.80977,264321.562842486
"355",2019,61.000705,-177.648315,6988.71135141358
"356",2019,61.000775,-172.16231,137540.314066564
"357",2019,61.00421,-176.28088,3463.0957307362
"358",2019,61.007415,-176.978815,869.403067816974
"359",2019,61.01047,-175.5553,9162.34348715481
"360",2019,61.014575,-174.87941,1775.35305942383
"361",2019,61.327305,-176.30998,117369.601334238
"362",2019,61.331375,-173.597065,108883.099207654
"363",2019,61.33526,-175.679635,997.317550555489
"364",2019,61.337475,-174.334795,167939.998691988
"365",2019,61.342035,-174.997845,939.621465848384
"366",2019,61.34204,-176.9457,860.522978296051
"367",2019,61.65876,-175.079595,96803.2094728284
"368",2019,61.65933,-175.765925,3972.75607876638
"369",2019,61.669475,-173.67274,224547.872405384
"370",2019,61.670065,-174.42728,834270.778458308
"371",2019,61.681125,-176.450545,3833.3848114194
"372",2019,61.985535,-173.746405,696478.464363813
"373",2019,61.999075,-175.172015,240764.191549974
"374",2019,62.00035,-175.80656,126394.550913874
"375",2019,62.00527,-174.499435,464688.77348204
"376",2019,60.6635,-167.33004,0
"377",2019,60.665215,-168.022505,0
"378",2019,60.666005,-166.636445,0
"379",2019,60.666145,-170.092865,17083.2663716368
"380",2019,60.667385,-168.69992,0
"381",2019,60.66889,-169.36521,0
"382",2019,60.670745,-170.76827,359546.251359873
"383",2019,60.992235,-170.07322,594.308800323956
"384",2019,60.992635,-170.769875,342535.922999522
"385",2019,60.99725,-168.714285,0
"386",2019,60.997585,-166.647435,0
"387",2019,60.998555,-168.035835,0
"388",2019,60.99903,-169.42226,86.8037585731163
"389",2019,61.000675,-167.36652,0
"390",2019,61.32734,-169.464865,0
"391",2019,61.32822,-168.769,0
"392",2019,61.329885,-166.68264,0
"393",2019,61.331305,-168.08544,0
"394",2019,61.333085,-172.93076,140700.86815814
"395",2019,61.33742,-170.17414,6539.53792283074
"396",2019,61.33953,-170.850915,561857.949852239
"397",2019,61.34241,-172.285085,86705.6324277269
"398",2019,61.342485,-171.48311,162467.418953816
"399",2019,61.344665,-167.367465,0
"400",2019,61.647585,-166.73471,0
"401",2019,61.662905,-172.33209,224157.433333916
"402",2019,61.664485,-170.177965,150162.481581253
"403",2019,61.6656,-168.083865,72.0680407591314
"404",2019,61.665925,-168.803725,75.4207030759099
"405",2019,61.666785,-167.390325,0
"406",2019,61.67139,-169.507085,894.635582367262
"407",2019,61.67408,-170.91697,418744.999923677
"408",2019,61.6776,-173.093545,618023.931923488
"409",2019,61.679305,-171.556475,256054.985579777
"410",2019,61.985235,-171.655805,72147.958991679
"411",2019,61.99045,-167.4153,79.6259563570737
"412",2019,61.992035,-169.559745,109546.228859063
"413",2019,61.99635,-170.24224,82888.1240295633
"414",2019,61.997905,-168.837175,365.9272852977
"415",2019,61.99793,-170.978145,185093.752299151
"416",2019,61.997985,-168.12715,2279.63791376069
"417",2019,62.00497,-166.69534,0
"418",2019,62.00723,-173.080015,575901.564145581
"419",2019,62.00941,-172.371035,302607.190993345
"420",2019,62.31661,-175.319035,109362.684860691
"421",2019,62.321995,-171.706535,2831.62506262857
"422",2019,62.32753,-170.281995,237.091361619393
"423",2019,62.3282,-172.451475,3898.53329528183
"424",2019,62.334245,-173.86337,367559.30255953
"425",2019,62.334975,-173.156085,72083.9753837392
"426",2019,62.33512,-174.571725,250319.285829057
"427",2019,62.33572,-167.438125,0
"428",2019,62.33586,-168.865795,0
"429",2019,62.33823,-171.04723,5929.05208934467
"430",2019,62.340385,-166.73713,0
"431",2019,62.34296,-168.139095,0
"432",2019,62.346275,-169.590045,307.129058550754
"433",2019,62.65517,-173.90926,20890.2862436582
"434",2019,62.661525,-166.746715,0
"435",2019,62.66339,-171.8221,19252.5253286502
"436",2019,62.66735,-173.19076,90757.5142791355
"437",2019,62.66791,-168.186865,647.859861018942
"438",2019,62.668765,-172.508855,1931.31389972639
"439",2019,62.669555,-167.449085,0
"440",2019,62.66971,-174.6305,56345.5545033287
"441",2019,62.670615,-169.647345,3944.64193089229
"442",2019,62.67068,-168.891655,303.429476749284
"443",2019,62.67188,-170.329935,122634.335131519
"444",2019,62.675665,-171.096775,1726.42274599907
"445",2019,62.872775,-168.828885,7423.92067732814
"446",2019,62.949575,-170.494965,486.231880305955
"447",2019,62.974005,-171.806345,2630.86610992078
"448",2019,62.998815,-167.488725,1391.25600006985
"449",2019,63.001125,-166.01628,0
"450",2019,63.001735,-174.0076,68230.2023490978
"451",2019,63.00214,-171.13227,0
"452",2019,63.00614,-168.21037,5293.43760172026
"453",2019,63.00628,-166.75543,156.341331545441
"454",2019,63.010495,-173.293005,109059.03946486
"455",2019,63.02286,-172.60382,1374.93376492986
"456",2019,63.273085,-171.123505,144.34772342001
"457",2019,63.299995,-171.984305,0
"458",2019,63.331605,-165.305835,0
"459",2019,63.33313,-172.647645,204.638930172153
"460",2019,63.334115,-166.038665,75.976326338403
"461",2019,63.336715,-166.76685,0
"462",2019,63.336915,-173.406035,129981.076952808
"463",2019,63.341035,-167.513515,22043.8494790598
"464",2019,63.341185,-168.2779,12705.1698772181
"465",2019,63.65616,-169.754585,5466.6007220593
"466",2019,63.6616,-172.721165,72158.1335740092
"467",2019,63.663985,-165.30845,0
"468",2019,63.665155,-163.80997,0
"469",2019,63.66541,-166.78842,3643.69797389023
"470",2019,63.667525,-169.007845,3361.92224536561
"471",2019,63.66912,-163.04993,0
"472",2019,63.67149,-168.26885,532712.947866747
"473",2019,63.673455,-166.063625,512.397068838248
"474",2019,63.67351,-164.573905,0
"475",2019,63.674145,-167.51265,4244.47026135771
"476",2019,63.69839,-172.061445,2880.19094375909
"477",2019,63.699605,-171.03479,1175.3979228363
"478",2019,63.95837,-169.037045,98277.0606244745
"479",2019,63.988455,-169.77752,109305.992097677
"480",2019,63.993085,-170.55962,162133.098922547
"481",2019,63.997585,-161.527585,0
"482",2019,63.99847,-166.81108,4010.50432006223
"483",2019,63.99935,-162.31633,0
"484",2019,64.00155,-172.00702,10007.3398299215
"485",2019,64.00194,-167.568545,48996.8397824854
"486",2019,64.00213,-163.774885,0
"487",2019,64.002485,-163.064235,0
"488",2019,64.0034,-166.056865,744.679193197962
"489",2019,64.00353,-164.54903,0
"490",2019,64.01046,-168.277315,12106.7917248771
"491",2019,64.013535,-165.32112,0
"492",2019,64.04964,-171.353185,295905.693569629
"493",2019,64.232535,-171.104195,77336.6000699055
"494",2019,64.247355,-163.12622,0
"495",2019,64.303325,-169.82463,200436.246078664
"496",2019,64.31501,-161.56173,0
"497",2019,64.31802,-167.61301,96894.0294286382
"498",2019,64.32498,-164.531705,0
"499",2019,64.329575,-169.076535,65240.1866299423
"500",2019,64.32977,-168.32124,2648.50006939745
"501",2019,64.3301,-170.59159,20300.7559930171
"502",2019,64.331,-165.33186,1206.13523394482
"503",2019,64.33142,-162.274705,0
"504",2019,64.332775,-166.045795,3694.48609474158
"505",2019,64.337985,-163.78272,0
"506",2019,64.338985,-166.83319,7000.40767856457
"507",2019,64.63456,-170.605155,65022.4670228993
"508",2019,64.657275,-166.81831,0
"509",2019,64.66013,-169.120555,148051.40474347
"510",2019,64.66201,-169.88556,149559.348164135
"511",2019,64.6631,-168.349225,31396.2044846735
"512",2019,64.673895,-167.605935,1153.55611604155
"513",2019,65.00024,-168.36148,31378.1432744622
"514",2019,65.006105,-167.643845,330.798769526479
"515",2019,65.01169,-169.902515,169399.667000697
"516",2019,65.01249,-169.11489,92835.4718798763
"517",2019,65.223965,-168.904435,4703.29007923517
"518",2019,65.30246,-167.669265,0
"519",2019,65.335015,-168.387785,45227.5422230063
